doc_id	genre	t_span	t_entity_text	t_entity_type	t_infostat	t_coref_type	t_head_form	t_head_lemma	t_head_deprel	t_head_xpos	t_head_number	t_sent_id	t_head_sent_id	t_head_doc_position	n_span	n_entity_text	n_entity_type	n_infostat	n_coref_type	n_head_form	n_head_lemma	n_head_deprel	n_head_xpos	n_head_number	n_sent_id	n_head_sent_id	n_head_doc_position	t_n_entity_type	t_n_head_lemma	t_n_head_deprel	t_n_head_xpos	t_n_head_number	t_n_dist	coref	bridge	bridge_type
wsjarrau_0648	wsjarrau	['14-31', '14-32']	their own	organization	old	coref	own	own	nmod	JJ		14	32	468	['16-3', '16-4', '16-5', '16-6', '16-7', '16-8', '16-9', '16-10', '16-11', '16-12', '16-13', '16-14', '16-15']	companies with few catastrophe losses this year and already big buyers of reinsurance	organization	new	coref	companies	company	nsubj	NNS	Plur	16	3	524	organization_organization	own_company	nmod_nsubj	JJ_NNS	N/A_Plur	56	0	1	bridge:element
wsjarrau_1335	wsjarrau	['11-34']	GNP	abstract	old	coref	GNP	GNP	obl	NNP	Sing	11	34	329	['14-8', '14-9']	the deflator	abstract	old	coref	deflator	deflator	nmod	NN	Sing	14	9	445	abstract_abstract	GNP_deflator	obl_nmod	NNP_NN	Sing_Sing	116	1	0	
wsjarrau_1131	wsjarrau	['38-5', '38-6']	100 %	abstract	new	sgl	%	%	root	NN	Sing	38	6	836	['39-18']	borrowers	person	new	coref	borrowers	borrower	obl	NNS	Plur	39	18	864	abstract_person	%_borrower	root_obl	NN_NNS	Sing_Plur	28	0	1	bridge:subset
wsjarrau_1394	wsjarrau	['27-10', '27-11', '27-12']	Mr. Smith 's	person	old	coref	Mr.	Mr.	nmod:poss	NNP	Sing	27	10	650	['67-16', '67-17']	Mr. Smith	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	67	16	1612	person_person	Mr._Mr.	nmod:poss_nsubj	NNP_NNP	Sing_Sing	962	1	0	
wsjarrau_0003	wsjarrau	['23-1', '23-2', '23-3', '23-4']	Areas of the factory	place	new	sgl	Areas	area	nsubj	NNS	Plur	23	1	599	['25-12', '25-13', '25-14', '25-15']	parts of the factory	concrete	new	coref	parts	part	obl	NNS	Plur	25	12	657	place_concrete	area_part	nsubj_obl	NNS_NNS	Plur_Plur	58	0	1	bridge:element
wsjarrau_1375	wsjarrau	['25-41']	junk	abstract	old	coref	junk	junk	compound	NN	Sing	25	41	868	['27-3']	junk	abstract	old	coref	junk	junk	compound	NN	Sing	27	3	933	abstract_abstract	junk_junk	compound_compound	NN_NN	Sing_Sing	65	1	0	
wsjarrau_1311	wsjarrau	['43-45', '43-46']	a share	abstract	old	coref	share	share	appos	NN	Sing	43	46	1084	['43-43', '43-44', '43-45', '43-46']	$ 2.17 a share	none	new	sgl	$	$	conj	SYM		43	43	1081	abstract_none	share_$	appos_conj	NN_SYM	Sing_N/A	-3	0	0	
wsjarrau_1319	wsjarrau	['21-19', '21-20', '21-21', '21-22', '21-23', '21-24', '21-25']	France 's two largest investment banking groups	organization	new	sgl	groups	group	nmod	NNS	Plur	21	25	442	['22-4', '22-5', '22-6', '22-7', '22-8', '22-9', '22-10', '22-11', '22-12', '22-13', '22-14', '22-15', '22-16', '22-17', '22-18', '22-19', '22-20', '22-21', '22-22', '22-23', '22-24', '22-25']	the broader pressure on companies in Europe to keep up as the European Community prepares to reduce internal trade barriers by 1992	abstract	new	sgl	pressure	pressure	obj	NN	Sing	22	6	449	organization_abstract	group_pressure	nmod_obj	NNS_NN	Plur_Sing	7	0	0	
wsjarrau_1131	wsjarrau	['11-32', '11-33', '11-34', '11-35']	minus $ 2.9 billion	abstract	new	sgl	$	$	obl	SYM		11	33	274	['30-5', '30-6', '30-7', '30-8']	a low interest rate	abstract	new	sgl	rate	rate	conj	NN	Sing	30	8	678	abstract_abstract	$_rate	obl_conj	SYM_NN	N/A_Sing	404	0	0	
wsjarrau_1372	wsjarrau	['1-8']	resorts	concrete	new	sgl	resorts	resort	conj	NNS	Plur	1	8	8	['2-27', '2-28', '2-29', '2-30', '2-31', '2-32', '2-33', '2-34']	its upscale Mirage resorts in Australia and Hawaii	concrete	new	coref	resorts	resort	obl	NNS	Plur	2	30	62	concrete_concrete	resort_resort	conj_obl	NNS_NNS	Plur_Plur	54	0	1	bridge:subset
vpc_0037	vpc	['10-1']	That	abstract	new	sgl	That	that	nsubj	DT	Sing	10	1	199	['14-20', '14-21', '14-22', '14-23', '14-24', '14-25', '14-26', '14-27', '14-28', '14-29', '14-30', '14-31', '14-32', '14-33', '14-34']	the Sheep Man , a sweet , roughhewn figure who wears what else a sheepskin	person	new	sgl	Man	man	conj	NNP	Sing	14	22	306	abstract_person	that_man	nsubj_conj	DT_NNP	Sing_Sing	107	0	0	
wsjarrau_1372	wsjarrau	['7-23', '7-24']	the company	organization	old	coref	company	company	nmod	NN	Sing	7	24	190	['12-6', '12-7']	Qintex Australia	organization	old	coref	Qintex	Qintex	compound	NNP	Sing	12	6	333	organization_organization	company_Qintex	nmod_compound	NN_NNP	Sing_Sing	143	1	0	
wsjarrau_1128	wsjarrau	['31-109']	apples	concrete	old	coref	apples	apple	nmod	NNS	Plur	31	109	855	['32-3', '32-4']	a Waltana	concrete	new	coref	Waltana	Waltana	ccomp	NNP	Sing	32	4	860	concrete_concrete	apple_Waltana	nmod_ccomp	NNS_NNP	Plur_Sing	5	0	1	bridge:subset
wsjarrau_1317	wsjarrau	['44-7', '44-8']	Mr. Phillips	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	44	7	1146	['54-15', '54-16', '54-17', '54-18', '54-19']	its Home Insurance Co. unit	organization	new	sgl	unit	unit	obl	NN	Sing	54	19	1515	person_organization	Mr._unit	nsubj_obl	NNP_NN	Sing_Sing	369	0	0	
wsjarrau_1317	wsjarrau	['30-19']	Ogilvy	organization	old	coref	Ogilvy	Ogilvy	nmod	NNP	Sing	30	19	768	['40-14']	Ogilvy	organization	old	coref	Ogilvy	Ogilvy	nmod	NNP	Sing	40	14	1012	organization_organization	Ogilvy_Ogilvy	nmod_nmod	NNP_NNP	Sing_Sing	244	1	0	
vpc_0039	vpc	['17-9']	he	person	old	coref	he	he	nsubj	PRP	Sing	17	9	389	['18-1']	His	person	old	coref	His	his	nmod:poss	PRP$	Sing	18	1	393	person_person	he_his	nsubj_nmod:poss	PRP_PRP$	Sing_Sing	4	1	0	
wsjarrau_0653	wsjarrau	['6-7']	who	person	old	coref	who	who	nsubj	WP		6	7	152	['6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15']	some directors , who have joined forces with company founder James Patterson	person	new	coref	directors	director	nsubj	NNS	Plur	6	5	150	person_person	who_director	nsubj_nsubj	WP_NNS	N/A_Plur	-2	1	0	
wsjarrau_1146	wsjarrau	['23-15']	potatoes	concrete	old	coref	potatoes	potato	conj	NNS	Plur	23	15	476	['55-28']	its	concrete	old	coref	its	its	nmod:poss	PRP$	Sing	55	28	984	concrete_concrete	potato_its	conj_nmod:poss	NNS_PRP$	Plur_Sing	508	1	0	
wsjarrau_1123	wsjarrau	['12-1']	Magazine	concrete	old	coref	Magazine	Magazine	compound	NNP	Sing	12	1	379	['13-7', '13-8', '13-9', '13-10', '13-11', '13-12', '13-13']	Conde Nast Publications Inc. 's Vanity Fair	organization	new	coref	Publications	Publications	nmod	NNPS	Plur	13	9	419	concrete_organization	Magazine_Publications	compound_nmod	NNP_NNPS	Sing_Plur	40	0	1	bridge:element
wsjarrau_1389	wsjarrau	['16-6', '16-7']	consumer credit	abstract	old	coref	consumer	consumer	compound	NN	Sing	16	6	365	['18-11']	automobile	concrete	new	coref	automobile	automobile	nmod	NN	Sing	18	11	428	abstract_concrete	consumer_automobile	compound_nmod	NN_NN	Sing_Sing	63	0	1	bridge:subset
wsjarrau_1303	wsjarrau	['21-15', '21-16']	U.S. bonds	abstract	old	coref	bonds	bond	obl	NNS	Plur	21	16	532	['22-30', '22-31', '22-32', '22-33', '22-34']	20 U.S. corporate bond issues	abstract	new	coref	issues	issue	nmod	NNS	Plur	22	34	567	abstract_abstract	bond_issue	obl_nmod	NNS_NNS	Plur_Plur	35	0	1	bridge:undersp-rel
vpc_0725	vpc	['25-20', '25-21']	the business	abstract	old	coref	business	business	nmod	NN	Sing	25	21	526	['47-7', '47-8']	Big Oil	abstract	old	coref	Oil	Oil	nmod	NNP	Sing	47	8	1063	abstract_abstract	business_Oil	nmod_nmod	NN_NNP	Sing_Sing	537	1	0	
wsjarrau_1320	wsjarrau	['21-7']	commodity	abstract	old	coref	commodity	commodity	compound	NN	Sing	21	7	466	['49-1']	COCOA	concrete	new	coref	COCOA	COCOA	nsubj	NN	Sing	49	1	1183	abstract_concrete	commodity_COCOA	compound_nsubj	NN_NN	Sing_Sing	717	0	1	bridge:subset
wsjarrau_1320	wsjarrau	['26-21', '26-22', '26-23']	about $ 1.04	none	new	sgl	$	$	ccomp	SYM		26	22	605	['27-6']	palladium	concrete	new	coref	palladium	palladium	conj	NN	Sing	27	6	613	none_concrete	$_palladium	ccomp_conj	SYM_NN	N/A_Sing	8	0	1	bridge:subset
wsjarrau_0671	wsjarrau	['38-1', '38-2', '38-3']	The Treasury 's	organization	old	coref	Treasury	Treasury	nmod:poss	NNP	Sing	38	2	1010	['41-5', '41-6']	the Treasury	organization	old	coref	Treasury	Treasury	obj	NNP	Sing	41	6	1083	organization_organization	Treasury_Treasury	nmod:poss_obj	NNP_NNP	Sing_Sing	73	1	0	
wsjarrau_1305	wsjarrau	['29-10']	their	person	old	coref	their	their	nmod:poss	PRP$	Plur	29	10	752	['30-1', '30-2']	The machinists	person	old	coref	machinists	machinist	nsubj	NNS	Plur	30	2	776	person_person	their_machinist	nmod:poss_nsubj	PRP$_NNS	Plur_Plur	24	1	0	
wsjarrau_1330	wsjarrau	['25-19']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	25	19	712	['31-1', '31-2', '31-3', '31-4']	The Santa Fe Pacific	organization	old	coref	The	the	det	DT		31	1	881	organization_organization	its_the	nmod:poss_det	PRP$_DT	Sing_N/A	169	1	0	
wsjarrau_1146	wsjarrau	['68-1', '68-2']	Mr Pyszkiewicz	person	old	coref	Mr	Mr	nsubj	NNP	Sing	68	1	1157	['93-15']	my	person	old	coref	my	my	nmod:poss	PRP$	Sing	93	15	1568	person_person	Mr_my	nsubj_nmod:poss	NNP_PRP$	Sing_Sing	411	1	0	
wsjarrau_1317	wsjarrau	['33-27']	planes	concrete	new	sgl	planes	plane	conj	NNS	Plur	33	27	821	['37-3', '37-4', '37-5']	reports of friction	abstract	old	coref	reports	report	obj	NNS	Plur	37	3	904	concrete_abstract	plane_report	conj_obj	NNS_NNS	Plur_Plur	83	0	0	
wsjarrau_1377	wsjarrau	['2-16']	dealerships	organization	old	coref	dealerships	dealership	nmod	NNS	Plur	2	16	62	['8-10']	cars	concrete	old	coref	cars	car	nmod	NNS	Plur	8	10	168	organization_concrete	dealership_car	nmod_nmod	NNS_NNS	Plur_Plur	106	0	0	
wsjarrau_1365	wsjarrau	['1-25', '1-26']	white-collar defendants	person	new	coref	defendants	defendant	nmod	NNS	Plur	1	26	26	['6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '6-20']	defendants who allegedly commit a pattern of crimes by means of a `` criminal enterprise ''	person	new	coref	defendants	defendant	nsubj:pass	NNS	Plur	6	5	153	person_person	defendant_defendant	nmod_nsubj:pass	NNS_NNS	Plur_Plur	127	0	1	bridge:subset
vpc_0036	vpc	['20-4', '20-5']	factory orders	abstract	old	coref	orders	order	compound	NNS	Plur	20	5	387	['23-1', '23-2', '23-3', '23-4']	Orders for durable goods	abstract	new	coref	Orders	order	nsubj	NNS	Plur	23	1	488	abstract_abstract	order_order	compound_nsubj	NNS_NNS	Plur_Plur	101	0	1	bridge:subset
wsjarrau_1137	wsjarrau	['16-13', '16-14', '16-15']	New York City	place	old	coref	City	City	nmod	NNP	Sing	16	15	440	['17-16']	Brooklyn	place	new	coref	Brooklyn	Brooklyn	nmod	NNP	Sing	17	16	476	place_place	City_Brooklyn	nmod_nmod	NNP_NNP	Sing_Sing	36	0	1	bridge:element
wsjarrau_0610	wsjarrau	['17-7']	Kellogg	organization	old	coref	Kellogg	Kellogg	compound	NNP	Sing	17	7	458	['23-2']	Kellogg	organization	old	coref	Kellogg	Kellogg	compound	NNP	Sing	23	2	575	organization_organization	Kellogg_Kellogg	compound_compound	NNP_NNP	Sing_Sing	117	1	0	
wsjarrau_1105	wsjarrau	['20-46', '20-47', '20-48', '20-49', '20-50', '20-51', '20-52']	something you do n't want to miss	none	new	sgl	something	something	ccomp	NN	Sing	20	46	582	['24-5', '24-6']	the respondents	person	new	coref	respondents	respondent	nmod	NNS	Plur	24	6	708	none_person	something_respondent	ccomp_nmod	NN_NNS	Sing_Plur	126	0	1	bridge:element
wsjarrau_0661	wsjarrau	['8-9']	they	person	old	coref	they	they	nsubj	PRP	Plur	8	9	182	['9-16', '9-17', '9-18']	the Dataproducts board	organization	new	coref	board	board	nsubj	NN	Sing	9	18	226	person_organization	they_board	nsubj_nsubj	PRP_NN	Plur_Sing	44	0	1	bridge:subset-inv
wsjarrau_1394	wsjarrau	['40-31', '40-32']	21 countries	place	new	sgl	countries	country	obl	NNS	Plur	40	32	1028	['44-2']	Europe	place	new	coref	Europe	Europe	obl	NNP	Sing	44	2	1092	place_place	country_Europe	obl_obl	NNS_NNP	Plur_Sing	64	0	1	bridge:element
wsjarrau_1974	wsjarrau	['13-26', '13-27']	60 days	time	new	coref	days	day	appos	NNS	Plur	13	27	230	['18-11', '18-12']	60 days	time	old	coref	days	day	conj	NNS	Plur	18	12	334	time_time	day_day	appos_conj	NNS_NNS	Plur_Plur	104	1	0	
vpc_0209	vpc	['5-26', '5-27']	hybrid corn	concrete	new	coref	corn	corn	obl	NN	Sing	5	27	103	['6-18']	corn	concrete	new	coref	corn	corn	obl	NN	Sing	6	18	167	concrete_concrete	corn_corn	obl_obl	NN_NN	Sing_Sing	64	0	1	bridge:subset-inv
wsjarrau_0628	wsjarrau	['5-25', '5-26']	the industry	abstract	old	coref	industry	industry	nmod	NN	Sing	5	26	193	['12-29', '12-30', '12-31']	machine tool builders	organization	new	coref	builders	builder	nsubj	NNS	Plur	12	31	373	abstract_organization	industry_builder	nmod_nsubj	NN_NNS	Sing_Plur	180	0	1	bridge:subset
wsjarrau_1317	wsjarrau	['23-14', '23-15']	Mr. Roman	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	23	14	606	['25-1', '25-2']	Mr. Roman	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	25	1	624	person_person	Mr._Mr.	nsubj_nsubj	NNP_NNP	Sing_Sing	18	1	0	
vpc_0037	vpc	['58-19']	Austrian	organization	new	sgl	Austrian	Austrian	amod	JJ		58	19	1632	['60-22', '60-23', '60-24', '60-25', '60-26', '60-27', '60-28', '60-29', '60-30', '60-31']	Czechoslovakia , which still wants the dam to be built	organization	new	coref	Czechoslovakia	Czechoslovakia	nmod	NNP	Sing	60	22	1678	organization_organization	Austrian_Czechoslovakia	amod_nmod	JJ_NNP	N/A_Sing	46	0	1	bridge:undersp-rel
wsjarrau_0689	wsjarrau	['33-2']	interest	abstract	old	coref	interest	interest	compound	NN	Sing	33	2	903	['40-22']	interest	abstract	old	coref	interest	interest	compound	NN	Sing	40	22	1088	abstract_abstract	interest_interest	compound_compound	NN_NN	Sing_Sing	185	1	0	
wsjarrau_1107	wsjarrau	['11-25', '11-26', '11-27']	affordable housing stock	abstract	new	sgl	stock	stock	nmod	NN	Sing	11	27	306	['11-59', '11-60', '11-61', '11-62', '11-63']	a house worth $ 55,000	concrete	new	coref	house	house	obl	NN	Sing	11	60	339	abstract_concrete	stock_house	nmod_obl	NN_NN	Sing_Sing	33	0	1	bridge:element
wsjarrau_1306	wsjarrau	['1-8', '1-9', '1-10', '1-11', '1-12', '1-13', '1-14', '1-15', '1-16', '1-17', '1-18', '1-19', '1-20', '1-21', '1-22', '1-23', '1-24', '1-25']	U.S. Memories , the group that seeks to battle the Japanese in the market for computer memory chips	organization	new	coref	Memories	Memories	obj	NNPS	Plur	1	9	9	['5-1', '5-2']	U.S. Memories	organization	old	coref	Memories	Memories	nsubj	NNPS	Plur	5	2	72	organization_organization	Memories_Memories	obj_nsubj	NNPS_NNPS	Plur_Plur	63	1	0	
wsjarrau_1376	wsjarrau	['27-15']	fire	abstract	new	coref	fire	fire	obj	NN	Sing	27	15	859	['27-26']	fire	abstract	old	coref	fire	fire	obl	NN	Sing	27	26	870	abstract_abstract	fire_fire	obj_obl	NN_NN	Sing_Sing	11	1	0	
wsjarrau_0690	wsjarrau	['7-11', '7-12']	an article	abstract	new	sgl	article	article	obj	NN	Sing	7	12	197	['10-14', '10-15', '10-16', '10-17', '10-18', '10-19']	chief of the diabetes program branch	none	new	sgl	chief	chief	appos	NN	Sing	10	14	306	abstract_none	article_chief	obj_appos	NN_NN	Sing_Sing	109	0	0	
wsjarrau_1302	wsjarrau	['8-5']	itself	organization	old	coref	itself	itself	obj	PRP	Sing	8	5	204	['11-5', '11-6', '11-7', '11-8']	an even faster pace	abstract	new	sgl	pace	pace	obl	NN	Sing	11	8	266	organization_abstract	itself_pace	obj_obl	PRP_NN	Sing_Sing	62	0	0	
wsjarrau_0203	wsjarrau	['13-7', '13-8', '13-9']	the proposed changes	abstract	old	coref	the	the	det	DT		13	7	422	['19-14', '19-15', '19-16']	the proposed rules	abstract	old	coref	rules	rule	obl	NNS	Plur	19	16	575	abstract_abstract	the_rule	det_obl	DT_NNS	N/A_Plur	153	1	0	
wsjarrau_1371	wsjarrau	['12-32', '12-33', '12-34', '12-35', '12-36', '12-37', '12-38', '12-39']	the death of Chairman Roberto Calvi in 1982	abstract	new	sgl	death	death	obl	NN	Sing	12	33	278	['14-24', '14-25']	the syndicate	organization	old	coref	syndicate	syndicate	nmod	NN	Sing	14	25	352	abstract_organization	death_syndicate	obl_nmod	NN_NN	Sing_Sing	74	0	0	
wsjarrau_1373	wsjarrau	['23-38', '23-39', '23-40']	the connected cities	place	new	sgl	cities	city	nmod	NNS	Plur	23	40	538	['26-5', '26-6']	Japanese charges	abstract	new	coref	charges	charge	nsubj	NNS	Plur	26	6	579	place_abstract	city_charge	nmod_nsubj	NNS_NNS	Plur_Plur	41	0	1	bridge:undersp-rel
wsjarrau_0624	wsjarrau	['3-7', '3-8', '3-9', '3-10', '3-11']	the U.S. and other banks	none	new	sgl	U.S.	U.S.	obl	NNP	Sing	3	8	72	['5-1']	Treasury	organization	new	coref	Treasury	treasury	compound	NN	Sing	5	1	109	none_organization	U.S._treasury	obl_compound	NNP_NN	Sing_Sing	37	0	1	bridge:element
wsjarrau_1962	wsjarrau	['47-3', '47-4']	that case	none	new	sgl	case	case	obl	NN	Sing	47	4	1110	['49-6', '49-7', '49-8']	Monday 's close	event	new	sgl	close	close	root	JJ		49	8	1144	none_event	case_close	obl_root	NN_JJ	Sing_N/A	34	0	0	
wsjarrau_1391	wsjarrau	['2-23', '2-24', '2-25', '2-26', '2-27', '2-28', '2-29']	the first seven months of this year	time	new	sgl	months	month	obl	NNS	Plur	2	26	56	['4-10']	June	time	new	coref	June	June	obl	NNP	Sing	4	10	98	time_time	month_June	obl_obl	NNS_NNP	Plur_Sing	42	0	1	bridge:subset
wsjarrau_1394	wsjarrau	['17-9']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	17	9	437	['41-1']	Federal	organization	old	coref	Federal	Federal	advmod	JJ		41	1	1032	organization_organization	its_Federal	nmod:poss_advmod	PRP$_JJ	Sing_N/A	595	1	0	
wsjarrau_0635	wsjarrau	['2-25', '2-26']	the announcement	abstract	new	coref	announcement	announcement	nsubj	NN	Sing	2	26	66	['3-3', '3-4']	the transaction	event	new	coref	transaction	transaction	nmod	NN	Sing	3	4	72	abstract_event	announcement_transaction	nsubj_nmod	NN_NN	Sing_Sing	6	0	1	bridge:element-inv
wsjarrau_1394	wsjarrau	['12-7', '12-8', '12-9', '12-10']	the first major union	organization	old	coref	union	union	obj	NN	Sing	12	10	268	['13-25', '13-26']	A union	organization	new	coref	union	union	nsubj	NN	Sing	13	26	312	organization_organization	union_union	obj_nsubj	NN_NN	Sing_Sing	44	0	1	bridge:subset-inv
vpc_0209	vpc	['28-25', '28-26', '28-27']	Shell Oil Co.	organization	new	sgl	Shell	shell	conj	NNP	Sing	28	25	768	['30-29', '30-30']	beneficial insects	animate	new	coref	insects	insect	conj	NNS	Plur	30	30	827	organization_animate	shell_insect	conj_conj	NNP_NNS	Sing_Plur	59	0	0	
vpc_0766	vpc	['8-14', '8-15']	blank checks	concrete	new	sgl	checks	check	nmod	NNS	Plur	8	15	166	['10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13']	checks for amounts up to $ 100	concrete	new	coref	checks	check	obj	NNS	Plur	10	7	220	concrete_concrete	check_check	nmod_obj	NNS_NNS	Plur_Plur	54	0	1	bridge:subset
wsjarrau_1105	wsjarrau	['29-3', '29-4']	Sears 's	organization	old	coref	Sears	Sears	nmod:poss	NNP	Sing	29	3	847	['33-26']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	33	26	971	organization_organization	Sears_its	nmod:poss_nmod:poss	NNP_PRP$	Sing_Sing	124	1	0	
wsjarrau_1337	wsjarrau	['2-8', '2-9', '2-10']	the Frankfurt market	abstract	new	sgl	market	market	nsubj:pass	NN	Sing	2	10	27	['5-2', '5-3']	the market	abstract	new	coref	market	market	nsubj	NN	Sing	5	3	62	abstract_abstract	market_market	nsubj:pass_nsubj	NN_NN	Sing_Sing	35	0	1	bridge:subset-inv
wsjarrau_1379	wsjarrau	['3-29']	they	person	old	coref	they	they	nsubj	PRP	Plur	3	29	78	['4-20', '4-21', '4-22', '4-23', '4-24']	crooks who know their botany	person	new	coref	crooks	crook	obl	NNS	Plur	4	20	102	person_person	they_crook	nsubj_obl	PRP_NNS	Plur_Plur	24	0	1	bridge:subset-inv
vpc_0037	vpc	['12-16', '12-17', '12-18', '12-19', '12-20', '12-21', '12-22', '12-23', '12-24']	an elusive sheep with a star on its back	animate	new	coref	sheep	sheep	nmod	NN	Sing	12	18	244	['14-13', '14-14']	the hero	person	old	coref	hero	hero	nmod:poss	NN	Sing	14	14	298	animate_person	sheep_hero	nmod_nmod:poss	NN_NN	Sing_Sing	54	0	0	
wsjarrau_1373	wsjarrau	['1-10', '1-11']	TWO COMPANIES	organization	new	sgl	COMPANIES	ComPAnIes	nsubj	NNPS	Plur	1	11	11	['3-5', '3-6', '3-7', '3-8', '3-9']	a start-up named Ramtron Corp.	organization	new	coref	start-up	start-up	conj	NN	Sing	3	6	70	organization_organization	ComPAnIes_start-up	nsubj_conj	NNPS_NN	Plur_Sing	59	0	1	bridge:subset
wsjarrau_1110	wsjarrau	['2-38', '2-39']	the department	organization	old	coref	department	department	nsubj	NN	Sing	2	39	75	['4-5']	government	organization	new	coref	government	government	compound	NN	Sing	4	5	96	organization_organization	department_government	nsubj_compound	NN_NN	Sing_Sing	21	0	1	bridge:element-inv
wsjarrau_1335	wsjarrau	['11-8', '11-9', '11-10']	the economy 's	abstract	old	coref	economy	economy	nmod:poss	NN	Sing	11	9	304	['16-20', '16-21']	the economy	abstract	old	coref	economy	economy	nsubj	NN	Sing	16	21	522	abstract_abstract	economy_economy	nmod:poss_nsubj	NN_NN	Sing_Sing	218	1	0	
wsjarrau_0692	wsjarrau	['44-3', '44-4']	the budget	abstract	old	coref	budget	budget	obj	NN	Sing	44	4	921	['48-6', '48-7']	the budget	abstract	old	coref	budget	budget	obj	NN	Sing	48	7	997	abstract_abstract	budget_budget	obj_obj	NN_NN	Sing_Sing	76	1	0	
wsjarrau_0664	wsjarrau	['29-29']	We	organization	old	coref	We	we	nsubj	PRP	Plur	29	29	799	['31-17']	their	organization	old	coref	their	their	nmod:poss	PRP$	Plur	31	17	861	organization_organization	we_their	nsubj_nmod:poss	PRP_PRP$	Plur_Plur	62	0	0	
wsjarrau_1105	wsjarrau	['4-3']	its	organization	old	coref	its	its	nmod:poss	PRP$	Sing	4	3	84	['13-1']	Sears	organization	old	coref	Sears	Sears	nsubj	NNPS	Plur	13	1	297	organization_organization	its_Sears	nmod:poss_nsubj	PRP$_NNPS	Sing_Plur	213	1	0	
wsjarrau_1154	wsjarrau	['1-23']	her	person	old	coref	her	her	obj	PRP	Sing	1	23	23	['3-17', '3-18']	Ms. Gruberova	person	old	coref	Ms.	Ms.	nsubj	NNP	Sing	3	17	90	person_person	her_Ms.	obj_nsubj	PRP_NNP	Sing_Sing	67	1	0	
wsjarrau_1970	wsjarrau	['19-57', '19-58']	Mr. Robertson	person	old	coref	Mr.	Mr.	nsubj	NNP	Sing	19	57	674	['27-6', '27-7', '27-8']	usual seasonal fluctuations	abstract	new	sgl	fluctuations	fluctuation	obl	NNS	Plur	27	8	905	person_abstract	Mr._fluctuation	nsubj_obl	NNP_NNS	Sing_Plur	231	0	0	
wsjarrau_0654	wsjarrau	['1-8', '1-9', '1-10', '1-11', '1-12', '1-13', '1-14']	$ 192.5 million of certain subordinated debentures	abstract	new	sgl	$	$	obj	SYM		1	8	8	['4-14', '4-15', '4-16', '4-17', '4-18', '4-19', '4-20', '4-21', '4-22', '4-23', '4-24', '4-25', '4-26', '4-27', '4-28', '4-29', '4-30', '4-31', '4-32']	the proposed private placement transaction , which would exchange the debt for new subordinated debt instruments and equity securities	abstract	new	coref	transaction	transaction	obj	NN	Sing	4	18	80	abstract_abstract	$_transaction	obj_obj	SYM_NN	N/A_Sing	72	0	1	bridge:element
vpc_0301	vpc	['5-9', '5-10']	the dollar	abstract	old	coref	dollar	dollar	nsubj	NN	Sing	5	10	109	['26-19']	dollar	abstract	old	coref	dollar	dollar	compound	NN	Sing	26	19	725	abstract_abstract	dollar_dollar	nsubj_compound	NN_NN	Sing_Sing	616	1	0	
wsjarrau_1146	wsjarrau	['60-4', '60-5', '60-6', '60-7', '60-8', '60-9']	30 acres in 14 scattered scraps	concrete	new	coref	acres	acre	obj	NNS	Plur	60	5	1056	['130-14', '130-15']	Peasant Party	organization	old	coref	Party	Party	compound	NNP	Sing	130	15	2131	concrete_organization	acre_Party	obj_compound	NNS_NNP	Plur_Sing	1075	0	0	
wsjarrau_0689	wsjarrau	['20-9', '20-10']	each year	time	new	sgl	year	year	obl	NN	Sing	20	10	565	['46-6', '46-7', '46-8', '46-9', '46-10', '46-11', '46-12']	the increasing return on the money fund	abstract	new	sgl	return	return	nsubj	NN	Sing	46	8	1226	time_abstract	year_return	obl_nsubj	NN_NN	Sing_Sing	661	0	0	
wsjarrau_1160	wsjarrau	['19-14']	there	none	new	sgl	there	there	expl	EX		19	14	519	['21-19', '21-20', '21-21', '21-22', '21-23', '21-24', '21-25', '21-26']	a state ballot initiative known as Proposition 13	abstract	new	sgl	initiative	initiative	nmod	NN	Sing	21	22	588	none_abstract	there_initiative	expl_nmod	EX_NN	N/A_Sing	69	0	0	
wsjarrau_1320	wsjarrau	['36-17', '36-18', '36-19', '36-20', '36-21']	other Western commodities and goods	none	new	sgl	commodities	commodity	conj	NNS	Plur	36	19	817	['37-5']	Prices	abstract	new	coref	Prices	price	parataxis	NNS	Plur	37	5	836	none_abstract	commodity_price	conj_parataxis	NNS_NNS	Plur_Plur	19	0	1	bridge:undersp-rel
